budget,genres,original_language,popularity,release_date,revenue
8000000,35,en,6.167646,2011,10130000
22531334.11,14,en,6.634939,1982,6455530
53000000,16,en,11.911173,1997,139804348
4000000,28,en,11.457298,1979,22490039
22531334.11,18,en,1.656115,1990,1494399
40000000,28,zh,5.361771,2015,385284817
22531334.11,35,en,1.217192,1998,258464
134000,53,en,5.110716,2042,4000000
18000000,878,en,8.435642,2007,57096190
40000000,35,en,11.100597,2005,285176741
22531334.11,18,en,4.607583,1999,239894
105000000,14,en,10.640864,2013,347434178
28000000,18,en,10.850442,2013,8555008
35000000,18,en,7.85217,2008,32483410
40000000,27,en,9.738371,2000,161834276
75000000,28,en,20.40426,2004,288500217
22531334.11,35,en,4.84886,2011,6861102
25000000,80,cn,6.636514,2014,129115
44000000,28,en,14.526049,2014,12342632
2000000,18,es,5.958138,2000,20908467
40000000,12,en,8.695893,2009,46471023
2000000,28,ja,2.894009,1984,4100000
7500000,28,en,6.11959,2005,143000
22531334.11,35,en,7.851263,2063,10878107
25000000,12,en,10.653446,1989,15704614
22531334.11,36,en,7.046825,2014,1822250
50000000,18,en,6.506572,2006,49111202
1000000,35,ru,0.594488,2007,404785
2900000,27,en,7.202832,2013,74918
22531334.11,99,en,0.14603,2009,4542
22531334.11,28,en,1.228145,1991,1501785
17000000,27,en,7.290872,1987,17185632
22531334.11,35,ru,0.245606,2016,263000
29000000,28,en,8.843365,2003,98185582
11000000,35,en,5.304376,1989,49797148
2000000,35,en,2.186683,2002,2506446
22531334.11,35,ko,1.95315,2008,3848034
6000000,28,en,5.648114,1986,5844868
22531334.11,80,en,2.481504,1980,11000000
15000000,12,en,9.117934,2005,12036149
5000000,27,en,8.698043,2013,44030246
1243000,28,en,3.803268,2048,2841000
50000000,28,en,12.280827,2001,79958599
10000000,80,en,1.145806,1993,18
40000000,18,en,5.446745,2012,22044277
22531334.11,9648,fr,0.960569,1993,168180
67000000,28,en,8.920545,2007,25303038
22531334.11,18,cn,2.711041,2011,2802459
22531334.11,99,en,0.075409,2009,10068
22531334.11,10749,en,1.068288,1996,127251
140000000,12,en,47.326665,2003,655011224
120000,80,fr,5.648187,2064,182857
550000,27,en,12.146747,1980,59754601
13500000,18,en,8.995603,2013,19255873
134005,18,en,2.003832,2011,1332231
9900000,80,en,25.869883,2016,157100845
15000000,35,en,11.247957,1994,107217396
22531334.11,35,en,3.508075,1999,45703
8000000,10749,en,5.284805,2006,426224
531374,12,en,7.970462,2039,1103757
8000000,28,en,4.518646,2007,908847
50000000,18,en,16.15818,2005,161451538
5000000,18,en,8.591834,1985,502758
3000000,18,ta,1.036233,2010,12000000
135000000,12,en,12.130127,1999,361832400
22531334.11,18,en,5.997712,1993,24760338
9000000,12,en,6.842274,1976,25000000
15000000,80,en,6.777326,2012,37930465
100000000,28,en,6.919314,1996,242295562
31000000,35,en,6.49968,1996,185260553
344,35,en,0.158651,2001,4
21000000,10749,en,14.074906,2002,10011050
22531334.11,28,en,1.026053,1990,2346150
12000000,28,en,11.110376,2060,60000000
70000000,28,en,10.978188,2013,161025640
22531334.11,18,en,4.248105,2014,166775
10000000,35,en,6.589304,2005,45742101
33000000,35,en,12.237571,2016,77068246
160000000,28,en,11.268531,1997,164508066
200000000,28,en,185.330992,2017,863416141
60000000,35,en,8.142251,2001,93375151
7000000,18,en,11.370288,1988,8373585
22531334.11,18,it,1.051148,2013,13983
20000000,35,en,14.27281,2013,78378744
27000000,18,en,10.956665,2002,129000000
24000000,28,en,13.765241,2007,99965753
42000000,12,en,5.510805,2010,11087569
160000000,27,en,12.643312,2004,300257475
380000000,12,en,27.88772,2011,1045713802
22531334.11,35,en,5.612379,1989,11567217
25000000,80,en,6.036408,2009,1037335
1700000,28,en,12.843375,1972,9700000
60000000,80,en,8.581558,2013,105200903
22531334.11,28,en,3.451518,2006,4291965
30000000,28,en,19.511221,2015,84025816
2000000,37,en,10.650752,2060,4905000
5000000,27,en,5.874458,2013,15179302
22531334.11,28,en,1.797462,1996,551281
8000000,35,en,9.631158,1988,22433275
22531334.11,99,en,2.643111,2012,181107
3200000,27,en,11.504558,2068,33395426
22531334.11,35,en,8.761268,2008,22707064
40000000,35,en,7.622875,2006,138259062
5000000,28,ru,0.414793,2006,3919731
27000000,14,en,7.436001,1994,13670688
10000000,28,en,4.468247,2007,20342161
22531334.11,12,es,1.021641,1979,519204
3000000,35,ru,0.878255,2008,9713500
14000000,35,en,9.071127,1995,19800000
68000000,18,en,7.694847,2003,75715436
8000000,80,en,15.206957,1986,52287414
50000000,12,en,6.936677,2004,34808403
3500159,35,en,6.262677,2002,76578641
22531334.11,27,en,10.03628,2015,17671101
11000000,14,en,11.333125,1984,153083102
22531334.11,10749,en,7.817811,1995,38290723
600000,27,en,6.854576,1994,185898
60000000,18,en,12.975936,2015,101134059
14000000,53,en,14.443362,2014,10076790
50000000,28,en,15.874491,1996,60209334
103000000,35,en,25.085639,2013,362000072
22531334.11,35,en,6.969947,2015,2500431
658000,80,en,9.072006,2053,23800000
4000000,53,en,11.223033,2015,15656193
2500000,18,en,0.46335,2007,71904
24000000,878,en,12.596956,1986,133000000
22531334.11,35,it,4.709454,2013,9500000
22531334.11,35,fa,1.342194,1996,37598
22000000,28,en,7.106954,1987,17336370
5300000,18,fr,5.94395,2002,3897799
12000000,28,en,6.631356,2002,61141030
20000000,18,en,6.372278,2003,60427839
72000000,28,en,9.807552,2001,27642707
25000000,53,en,12.602438,2003,156822020
22531334.11,35,en,7.10005,1986,43579163
70000000,18,en,14.116474,2002,32287044
22531334.11,35,en,5.141952,1992,918239
13000000,35,en,10.098539,2013,18000000
47000000,28,en,11.618792,1992,7191399
74050,18,en,2.789574,2004,176153
10000000,28,en,7.807741,1999,3193102
5000000,35,en,3.621052,1998,1980338
4500000,18,en,0.313032,2054,3200000
1688000,35,en,5.076649,2039,2270000
44000000,18,en,6.273131,2010,48190704
36000000,28,cn,8.970494,2015,156844753
10000000,16,ja,8.278525,2004,1461989
27000000,53,en,11.953822,2016,93282604
22531334.11,53,en,0.876297,1988,346297
22531334.11,28,en,7.757913,2002,773228
5800000,28,en,4.412564,2064,6800000
3500000,10749,ru,0.524653,2014,179000
20000000,35,en,6.916201,2006,33889159
80000000,28,en,15.001681,1992,280000000
7000000,37,en,5.799861,2013,6147
70000000,12,en,12.687521,2016,182379278
22531334.11,99,en,4.857726,2009,1896244
40000000,12,en,10.829432,2009,28169671
6500000,18,en,9.785147,2004,98410061
20000000,35,en,2.651408,1998,18253415
65000000,28,en,12.954444,1990,261317921
22531334.11,28,en,7.007739,1990,6698361
300000000,12,en,31.363664,2007,961000000
22531334.11,35,en,7.696023,2006,29326868
2200000,18,en,6.127903,1970,136400000
20000000,28,en,8.772263,2012,32204030
8272296,35,es,10.000915,1999,67872296
15000000,18,en,7.050403,2006,10903846
38000000,35,en,7.824962,2010,105610124
8000000,16,en,10.428421,2015,5659286
40000000,35,en,9.389354,2014,196781193
8700000,16,en,11.643026,2006,7659918
3000000,18,en,6.070216,2009,2357852
7000000,35,it,5.633243,2010,8220215
5000000,35,en,3.334353,2008,4040588
15000000,18,en,7.729445,1978,50000000
10000000,35,en,7.064982,1999,103166989
22531334.11,18,bn,3.900709,2055,536364
2000000,18,en,6.857318,2047,7800000
200000,12,en,0.917777,2016,8000000
85000000,28,en,1.498902,2009,363164265
12000000,18,en,11.283472,2002,56298474
22531334.11,18,en,0.779829,1986,5099316
2160000,18,en,0.230534,2045,9132000
15000000,9648,en,13.389735,2008,3533227
21000000,35,en,3.030309,1995,23450000
30000000,28,en,14.313079,2010,55583804
9000000,18,en,1.818296,2010,771499
12000000,18,en,16.243093,1984,1400000
22531334.11,99,en,11.331859,2010,8212430
1000000,18,en,0.04586,1993,2691899
23000000,18,en,1.914881,1990,5820015
19500000,28,hi,5.326716,2013,91000000
2000000,53,en,12.805294,2010,572809
12000000,12,en,13.300519,2067,41744718
40000000,53,en,9.649303,2012,132820716
19000000,18,en,9.801967,1989,110879513
15000000,18,en,9.020372,2005,85306374
25000000,35,en,13.083718,2004,30411183
22531334.11,35,en,8.067119,2016,4417667
20000000,28,en,7.120403,2010,31327899
33000000,27,en,7.781293,2002,102984862
15000000,18,en,8.735448,2007,30226144
22531334.11,53,en,4.060966,2015,228136
130,18,hi,2.402032,2011,8
19000000,27,en,13.088552,2005,108047131
22531334.11,18,pt,3.527212,2007,307076
11000000,35,fr,7.250134,2008,53191886
1,35,en,1.337096,1999,100
22531334.11,18,fr,1.484109,1991,138000
7000000,80,en,6.01272,2005,49084830
90000000,878,en,8.184815,1995,113493481
22531334.11,35,en,5.923904,2008,1829917
3800000,35,en,2.894924,2009,111731
22531334.11,28,en,2.326119,1989,4557214
56000000,53,en,12.136158,2013,19701164
22531334.11,10749,en,3.316857,2013,7965
15000000,35,en,5.952494,1988,216614388
500000,28,en,0.370114,1995,500000
70000000,35,en,9.963079,2000,374111707
22531334.11,35,en,2.844534,2009,90508336
20000000,18,en,5.970067,2007,73276047
30000000,35,en,10.25103,2001,287553595
500000,18,en,8.212399,1973,3000000
4500000,18,de,5.69684,2004,3764219
1700000,35,en,6.115299,2009,1007962
8000000,35,en,6.230854,1992,21706101
60000000,28,en,15.037993,2016,205754447
10000000,18,en,11.119593,2007,21786738
22531334.11,27,no,10.287127,2014,37473
8000000,16,fr,7.321152,2016,292279
100000000,28,en,8.903754,2002,7103973
10000000,35,en,6.063809,2007,31609243
17000000,28,en,5.498819,2011,3696232
22531334.11,35,en,6.422711,1998,7985929
6000000,12,en,11.461437,1985,40940662
22531334.11,28,en,4.40284,2012,3903479
22000000,12,ja,9.409701,2006,68000000
22531334.11,80,en,8.37404,2007,1200398
75000000,28,en,7.762917,2011,152930623
18000000,80,hi,1.377993,2015,1500000
12823507,28,ru,2.981184,2016,6101904
23000000,14,en,3.612089,1994,71368
24000000,35,en,16.195894,2003,87055349
16000000,878,en,2.890462,1997,1686429
22531334.11,18,ru,0.436028,2009,50656
18000000,18,en,88.439243,2017,20497844
22531334.11,35,en,0.114609,1989,147542
400000,99,en,0.038876,2008,5255
90000000,12,en,8.684892,2013,188133322
85000000,16,en,8.326699,2008,297138014
22531334.11,18,da,4.472892,2008,179943
60000000,35,en,13.155901,1998,264118201
2380000,18,en,2.514638,2006,8176544
22531334.11,18,ru,1.238971,2006,1110566
22531334.11,35,de,0.002229,1996,65335
12000000,80,en,15.698433,1973,53267000
48000000,12,en,10.639244,1991,390493908
35000000,28,en,6.90658,2015,51680201
22531334.11,16,ja,6.518028,2009,41162041
7000000,35,en,3.132019,1983,1246141
1227401,9648,en,8.319631,1991,1277401
2200000,878,en,17.112594,1971,26589000
12156348,10752,fr,5.662109,2016,7900000
30000000,35,en,10.901355,2008,63833449
22531334.11,99,en,4.453296,2003,3117985
13000000,36,en,7.421245,2011,114956699
22531334.11,18,en,8.534039,2013,455815
5500000,18,en,6.149295,2014,5483299
24000000,35,en,11.666172,1988,43455230
24000000,35,en,11.184385,1991,41895491
24000000,35,en,8.407519,1969,33208099
1500000,35,en,7.081404,2013,3566225
20000000,18,en,2.582818,2006,21170563
1805000,18,en,12.90707,2053,4905000
195000000,28,en,4.503505,2011,1123746996
22531334.11,10749,fr,2.76145,2030,7940
75000000,12,en,6.303466,2011,132274484
79000000,18,en,9.645543,2003,173013509
58000000,28,en,187.860492,2016,783112979
15000000,14,en,10.627364,1988,73326666
45000000,28,en,8.279285,2012,30353232
6200000,18,ko,1.077252,2010,4820000
22531334.11,18,en,7.859837,2013,81381
6400000,18,en,12.203066,2011,35057696
22531334.11,35,en,7.032964,2014,111996
9500000,28,en,10.359669,2067,111584787
10000000,28,en,8.406056,2008,22896728
22531334.11,18,fr,5.184701,2058,263404
22531334.11,28,en,7.190986,1980,66132626
22531334.11,28,en,4.737529,1986,8362969
63000000,18,en,63.869599,1999,100853753
3000000,35,en,2.395067,2060,7100000
30000000,27,en,12.09096,1996,29359216
14000000,27,en,6.081401,1998,72527595
500000,35,tr,1.640271,2008,5330000
350000,18,en,1.553107,1985,2400000
60000000,28,en,5.460942,2006,17800000
22531334.11,35,en,4.691574,2006,13022756
10000000,28,en,10.770928,2062,50100000
25000000,18,en,16.816834,2016,230698791
22531334.11,18,en,2.787833,1987,5262047
8000000,18,en,12.137595,1973,441306145
23000000,35,en,7.06088,2006,38505009
28000000,12,en,15.802306,1984,333000000
7000000,28,en,6.657792,1974,79666653
8376800,28,hi,12.237488,2008,13000000
12000000,35,en,3.223039,2004,31179516
20000000,18,en,18.157166,1998,23875127
65000000,28,en,9.782014,1991,17218080
225000000,28,en,18.538834,2013,662845518
22531334.11,18,en,2.255032,1999,370668
22531334.11,35,en,0.765825,1986,6029824
22531334.11,18,es,6.997583,2016,939101
15000000,80,en,6.557426,2001,12000000
22531334.11,18,en,2.976672,2013,35022
45000000,35,en,6.287245,1996,58620973
50000000,28,en,9.092925,2014,160602194
22531334.11,18,de,9.046751,2014,794452
22531334.11,10751,en,9.961184,2015,59700000
22531334.11,80,en,5.439942,1990,27734391
22531334.11,27,cn,9.503762,2013,7865
70000000,18,en,7.739633,2006,154937680
150000000,12,en,7.739904,2012,301000000
22531334.11,35,en,0.975702,1978,28460702
40000000,10749,en,8.142089,2009,129540499
12000000,35,en,11.213913,2013,87100449
2500000,27,en,12.525758,2010,52604
60000000,35,en,7.667874,2007,95673607
2300000,18,en,1.970054,2008,11100000
25000000,18,en,7.857078,2007,92991835
13000000,35,en,1.296862,1996,9789900
22531334.11,35,en,5.985236,2006,6086508
4000000,35,en,10.936827,2002,9304609
22531334.11,99,en,5.019486,2015,494506
8000000,35,en,5.000657,2010,18124262
22531334.11,80,fr,4.471645,1970,3
22531334.11,18,en,0.407732,2001,671
22531334.11,28,en,10.134408,1987,25893810
22531334.11,28,en,8.283863,1974,21700000
90000000,16,en,12.980624,2009,886686817
30000000,18,en,6.793972,2009,95714875
22531334.11,16,ja,6.228255,1997,20000000
7500000,35,hi,0.494047,2010,10000000
5500000,12,en,10.517835,2065,141195658
5000000,28,ja,4.281103,2002,7338987
22531334.11,36,en,4.556825,1991,694438
35000000,28,en,9.576745,2001,147934180
22531334.11,80,fr,5.752416,2015,248392
60000000,18,en,15.904834,2010,204594016
80000000,28,en,8.772188,1996,309492681
18000000,18,en,6.108646,2013,20275812
22531334.11,53,ja,1.13376,2011,15
22531334.11,35,en,9.916094,2000,688510
60000000,35,en,6.710215,1994,37000000
60000000,35,en,10.776138,2004,170268750
47000000,35,en,5.507082,1990,15691192
37000000,80,en,13.081203,2010,154026136
2500000,18,en,5.46567,2012,3003
4000000,18,en,14.171675,2016,65046687
22531334.11,10749,en,1.132307,1993,1884814
16000000,28,en,5.857368,1991,4409328
32000000,18,en,7.177649,2000,48814909
20000000,35,en,6.312206,2009,18599102
60000000,27,en,11.970205,1994,223664608
65000000,10752,en,5.627787,2012,44806783
3400000,35,en,0.40319,1985,660537
22531334.11,18,en,5.916187,1979,61801971
22531334.11,35,en,10.597116,1993,23202734
2500000,18,en,11.898793,2015,6341684
3000000,10751,en,12.416635,1971,4000000
35000000,878,en,13.492845,1995,113374103
55000000,36,en,6.709803,1996,141047179
4000000,53,en,7.959965,2009,4100000
22531334.11,18,fr,8.260823,2003,11576431
22531334.11,28,en,3.659745,1983,6347072
500000,18,en,0.493342,1999,500000
60000000,28,en,7.493615,1999,73648228
22531334.11,35,en,5.952392,1987,28061343
22531334.11,18,es,0.02158,1983,1334173
22531334.11,18,en,1.109111,2002,1347988
22531334.11,35,en,8.685761,1996,34585416
15000000,18,en,5.951492,2002,19158074
17000000,28,en,2.972529,2063,10000000
40000000,27,en,14.767317,2016,320170008
22531334.11,35,en,3.898236,2006,580527
22531334.11,35,en,8.963037,1996,32
22531334.11,35,en,3.967229,2015,104507
22531334.11,12,cn,3.782615,1993,3956913
4300000,18,hi,3.699552,2016,3376375
120000000,18,en,18.911961,2000,325756637
6400000,35,en,9.57874,1986,40084041
50000000,80,en,5.852263,2002,26199517
27000000,18,en,11.15092,2006,56308881
3000000,35,en,4.947043,1984,14418922
50000000,12,en,8.176147,2009,106303988
68000000,12,en,34.047399,2010,698491347
22531334.11,35,en,2.555585,1983,694497
16000000,80,en,15.133316,1988,32155047
4500000,12,en,4.31583,2056,10400000
7500000,35,en,11.791591,2007,231411584
60000000,28,en,12.149946,2001,56359980
35000000,18,en,13.349518,2000,36779296
1821052,18,en,11.046411,2051,1300000
22531334.11,35,en,5.713974,2013,523511
37000000,18,en,6.695229,2011,95404397
15000000,35,en,7.665431,2004,1914166
58000000,35,en,0.393865,2013,44000000
50000000,35,en,19.638605,2012,549368315
14000000,18,en,2.308846,2005,6856989
22531334.11,18,en,8.452485,2013,587615
22531334.11,18,en,9.449103,2016,3295624
100000000,16,en,11.913405,2013,268426634
25000000,18,en,11.556484,2005,82466670
1900000,18,zh,0.653271,2000,240093
18000000,12,en,12.682927,2016,6212282
22531334.11,18,fr,4.778045,2015,106498
22000000,12,en,11.654349,1990,424208848
19000000,35,en,8.132811,2011,6928068
37000000,18,en,8.451297,2015,26250020
18000000,35,en,7.471655,1986,41382841
25000000,28,en,6.497591,1996,14048372
85000000,28,en,10.175503,2002,78382433
2500000,35,en,3.084426,1979,15014674
28000000,28,en,7.058599,2001,14010832
175000000,12,en,12.319595,2015,331926147
500000,18,en,8.398158,2002,150277
22531334.11,18,zh,1.832762,2013,79
132000000,10751,en,22.201607,2014,373552094
30000000,80,en,8.205448,1995,212385533
22531334.11,18,en,3.444266,1989,19131000
24000000,35,en,6.253084,2009,68729358
70000000,18,pt,9.353499,1998,56702901
6400000,10749,hi,7.950488,2012,18800000
30000000,10749,en,9.591425,2010,51148651
43000000,28,en,13.802674,2005,56681566
22531334.11,80,en,6.114898,2014,48911
22531334.11,28,cn,3.606688,1992,30399676
125000000,18,en,14.924487,2014,362637473
120000000,28,en,7.134168,2008,93945766
1202007,18,en,6.360746,2045,2948386
23600000,35,en,11.063029,2009,102391382
22000000,35,en,28.176992,2017,40120144
6400000,53,en,7.506958,1995,6
135000,35,en,0.588872,2010,10474
1200000,18,en,1.472463,2013,2861020
500000,18,en,5.85469,2003,8679814
22531334.11,99,en,0.31754,2011,99303
2500000,18,de,6.357321,1987,3200000
22531334.11,53,en,11.19785,2002,605562
35000000,80,en,12.201954,1997,41954997
3500000,28,ru,0.884241,2010,2294357
30000000,12,en,12.199047,1994,160638883
25000000,18,en,5.282976,2010,19829957
22531334.11,35,en,3.724207,2012,8887603
3500000,35,en,14.56965,1995,28215918
22531334.11,12,en,11.457485,1985,49364621
22531334.11,35,en,5.072902,1989,3960327
22531334.11,10752,en,1.218959,2010,8910819
12500000,18,en,6.82647,2011,75993061
2000000,80,en,7.659357,2005,5967038
4317946,99,de,12.452985,2011,14624826
8000000,28,en,6.712894,2010,3453043
1800000,28,fi,0.474578,2013,532269
22531334.11,18,en,10.854598,1992,25966555
25000000,27,en,13.018491,1998,50671850
18000000,18,en,7.536295,1981,12000000
55000000,53,en,17.618057,2014,192330738
6600000,18,en,8.151346,2014,1851517
32745300,10749,en,17.958512,2017,12173470
97250400,14,fr,9.671944,2008,132900000
90000000,35,en,13.116461,2008,201596308
950000,16,en,0.820911,1973,1500000
23000000,12,en,5.810716,1976,90614445
31000000,14,en,5.443097,1989,74134790
3600000,27,en,13.520764,1987,5923044
6000000,27,en,3.554491,1983,3661757
22531334.11,18,cn,1.824275,1991,396003
47000000,18,en,10.642824,2002,30002758
10000000,80,en,6.435926,1983,33697647
4000000,18,en,6.430591,2014,44349000
6000000,28,en,3.189566,1972,7500000
25000000,36,en,3.240624,1970,3052000
70000000,53,en,13.842333,2007,86658558
15000000,18,en,6.259433,1994,11300653
250000000,12,en,23.253089,2012,1021103568
8000000,18,fr,0.860734,2005,2019009
75000000,9648,en,6.353996,2001,54249294
80000000,36,en,10.364794,2009,214104620
22531334.11,28,en,5.47591,1975,14200000
21500000,53,en,31.314013,2016,4811525
6900000,10749,hi,4.0315,2000,15000000
22531334.11,27,en,5.25696,2008,188126
103000,18,ko,5.194433,2012,3623330
35000000,35,en,11.418802,2012,88058786
3500000,35,en,5.899155,2010,34705850
22531334.11,9648,en,2.793619,1988,12706478
50000000,28,en,14.327717,2003,42792561
45000000,80,en,14.547939,2016,50548152
18000000,878,en,6.197298,1984,87000000
150000000,18,en,11.379355,2007,585349010
22531334.11,28,en,10.226181,1973,39768000
22531334.11,18,en,7.103951,2004,1524966
22531334.11,18,en,7.92736,2014,31911598
30000000,18,en,6.418936,2001,23619609
80000000,16,en,11.054251,1996,250200000
13000000,35,en,1.386549,1992,3721911
22531334.11,80,fr,4.72304,2047,152961
22531334.11,18,en,0.884526,2002,3020784
22531334.11,99,en,1.00E-06,1988,148426
4500000,80,en,12.449574,1996,7011317
30000000,28,en,18.502877,2009,48428063
4200000,14,ru,7.42908,2006,38862717
22531334.11,35,en,1.685918,1989,12065892
25000000,35,en,6.753969,2002,17000000
200000000,12,en,14.477677,2016,1028570889
7400000,18,hi,2.37252,2006,17000000
35000000,35,en,7.219935,2007,18317151
25000000,18,en,13.06943,1998,21567853
6000000,18,en,5.598338,2008,2899975
11000000,18,hi,1.812728,2015,41000000
22531334.11,28,en,5.577636,1982,14056528
12000000,28,en,11.516965,1988,7242035
165000000,12,en,14.27536,2004,305875730
22531334.11,18,en,5.7396,2014,126150
37000000,28,zh,4.209701,2015,278300000
1200000,27,ja,6.486126,1998,8690429
2200000,80,en,6.632663,1971,3251794
250000,35,en,4.297654,2011,1000000
1500000,99,en,2.627643,2010,187716
22531334.11,35,en,0.209191,2028,97
1500000,80,en,7.248676,2048,2200000
20000000,53,en,9.704289,2005,67192859
2000000,14,en,6.640704,2015,45431
15000000,80,en,13.310556,2014,32556119
22531334.11,28,sv,2.939129,2003,8
22531334.11,35,en,7.538821,2004,9109322
3000000,28,en,8.480501,1974,47000000
22531334.11,18,en,5.24456,2011,1406224
22531334.11,35,en,6.872888,2064,12368234
30000000,28,en,5.025475,2006,41480851
1350000,35,en,4.60786,1998,3897569
35000000,35,en,6.71898,2005,68915888
22531334.11,99,en,2.203671,2015,44695
35000000,35,en,8.355977,1999,40263020
22531334.11,14,en,5.571253,2015,157768
25000000,35,en,3.372523,1993,2438031
22531334.11,18,hu,3.485214,2013,66559
12000000,35,en,6.498789,2002,75781642
850000,35,en,1.094395,1982,840000
13000000,10402,en,8.736869,1998,16757163
22531334.11,35,en,1.196669,1982,7241180
90000000,28,en,12.978751,1998,250649836
22531334.11,35,fr,8.569586,2014,23598
22531334.11,10402,en,7.137117,1995,106269971
22531334.11,35,en,3.581434,2010,538000
70000000,878,en,15.57784,1997,162000000
20000000,35,en,2.321394,2011,14166853
22531334.11,80,en,2.774589,1991,221295
80000000,35,en,7.634017,1999,176885658
5000000,28,en,2.06528,2006,25900
13500000,18,en,5.387711,2000,7060876
475000,18,en,9.00314,2005,3919254
5000,28,ko,3.447894,2015,11083449
22531334.11,18,en,16.759454,1989,84431625
30000000,28,en,14.443599,2011,130786397
28000000,18,en,4.512767,1999,8888143
49000000,28,en,9.769047,2001,72700000
22531334.11,35,en,5.94179,1983,11798616
14000000,80,en,6.573364,1987,57915972
30000000,18,en,13.194168,2004,611899420
13000000,18,en,12.989056,2010,327803731
8500000,10751,en,10.222143,2016,19985196
25000000,12,en,4.257516,1997,100000000
15000000,12,en,5.984133,1984,28733290
22531334.11,16,ja,5.330725,2001,37641
197471676,12,en,15.262706,2017,90024292
5000000,9648,en,36.894806,2017,252434250
22531334.11,18,es,3.534068,2015,52761
60000000,12,en,11.953553,2005,55987321
1000000,27,en,10.07817,2015,62882090
852510,18,ro,9.990406,2007,1185783
22531334.11,12,en,14.657754,1996,32709423
700000,80,en,7.948581,2015,17986781
102000000,18,en,13.494246,2012,130482868
80000000,53,en,8.534176,2000,33463969
13000000,27,en,8.502529,2002,37664855
22531334.11,28,en,0.703225,1984,3554460
10000000,80,en,1.942945,1990,22424195
26000000,27,en,13.795875,2010,67918658
22531334.11,35,en,0.920469,1998,2303
50000000,80,en,10.901496,2014,188441614
70000000,35,en,7.513067,2011,67112664
22531334.11,18,en,7.355355,2014,25434291
22531334.11,35,en,1.784133,1991,6166819
75000000,28,en,6.540621,2010,98159963
37000000,12,en,7.558125,2008,100076342
105000000,12,en,14.412644,1997,121214377
22531334.11,10749,en,0.504,2014,76000000
22531334.11,35,en,1.489294,2006,7778177
145000000,28,en,14.25843,2011,694713380
65000000,28,en,12.366641,2012,156974557
1455000,37,en,6.229674,2068,2620000
7000000,12,en,9.218164,2008,8900000
22531334.11,28,en,3.918878,2059,6800000
2000000,35,en,9.241748,2040,11000000
6500000,18,en,6.476534,1987,54215416
22531334.11,28,fr,6.411782,2000,60726164
22531334.11,18,en,3.466204,1998,378667
42000000,53,en,10.027434,2012,180274123
13000000,35,en,3.960622,1999,27500000
22531334.11,80,en,2.995682,1986,25147055
10000000,28,en,6.830599,1985,25754284
4000000,14,en,7.914795,1978,30471420
20000000,35,en,7.359522,2014,100525432
500000,10749,en,0.071908,1996,500000
38000000,28,en,17.02038,2015,107597242
40000000,18,en,10.479723,2000,55707411
22531334.11,35,en,7.427491,1986,71624879
32000000,18,en,11.204539,2011,54674226
41300000,35,en,12.061521,2000,106371651
4900000,27,en,11.494907,2016,148868835
55000000,12,en,13.280069,1995,346079773
22531334.11,35,en,4.186599,2010,22270
22531334.11,18,en,3.998475,1985,14202899
30000000,18,en,7.694502,2005,30536013
22531334.11,18,sv,5.001997,1986,300653
12250000,80,en,6.561373,2014,2295423
5000000,53,en,11.298195,1992,1862805
22531334.11,16,en,3.478962,2007,5300000
22531334.11,35,it,11.063822,2060,19516000
22531334.11,18,en,2.783205,1998,1081957
25000000,28,en,13.121626,2011,23057115
463455,18,en,0.445526,2026,966878
5000000,28,en,3.595599,1994,1702394
3000000,35,en,3.044499,2061,4000000
11500000,18,en,8.365761,1989,57469467
22531334.11,28,en,10.480229,1981,4300000
8000000,27,en,6.823445,1992,17092453
22531334.11,18,ru,0.158207,2006,123182
2000000,28,fr,8.066663,1985,390659
4500000,28,id,8.434884,2014,2627209
85000000,18,en,11.218378,1998,71485043
32000000,28,en,7.000421,2010,69055695
22000000,10751,en,9.41834,2000,13555988
25000000,80,en,10.175138,1993,40903593
500000,18,en,5.329195,2008,33456317
22531334.11,12,en,6.769866,1979,76657000
10,27,en,5.192042,2013,10000000
5000000,35,en,8.679349,1985,27400000
2000000,878,en,2.921405,1980,11000000
5000000,36,es,3.138159,2016,2387127
22531334.11,27,en,2.876656,1989,192816
35000000,18,en,8.437587,2009,27409889
10000000,28,en,1.701134,1981,6892098
30000000,10402,en,5.364459,2006,34742066
10000000,35,en,6.396767,1999,10571408
8000000,28,en,0.863547,1989,16093651
38000000,12,en,6.100498,2007,5410749
100000000,28,en,5.502098,2007,97838349
12000000,35,en,2.828884,2001,17292381
22531334.11,18,en,7.160149,1995,6834525
60000000,28,en,9.488117,2002,165333180
22531334.11,12,en,1.697118,2011,3100000
17000000,28,ta,1.542355,2013,51000000
16000000,53,en,9.356587,1999,18564088
50000000,35,en,8.997507,1982,57059003
3000000,27,en,3.891243,1981,216166
43000000,10749,en,8.889064,2002,68696770
22531334.11,878,en,1.160832,1994,49601
12000000,35,en,5.409557,1987,110996879
22531334.11,53,en,10.199449,2015,1473809
100000000,12,en,11.51021,2016,94061311
8045760,35,en,10.357224,1989,35150960
10500000,18,en,0.377787,1994,123509
500000,80,en,12.428269,2004,603943
32000000,16,en,3.406836,1997,3566637
15000000,80,en,13.634766,2009,32721635
22531334.11,18,en,5.682406,2002,102471
45000000,35,en,5.037224,2005,38058335
500000,27,en,15.014569,2011,171760
22531334.11,18,es,1.269717,1982,646714
125000000,16,en,13.392824,2017,498814908
7000000,18,en,7.436758,1993,116700000
